scholarship_id,scholarship_name,scholarship_id,ministry,scholarship_type,min_class,max_class,min_marks_required,annual_scholarship_amount,income_limit,eligible_category,apply_link,state,application_deadline,processing_time_days,renewal_eligible,hostel_allowance,book_allowance,monthly_stipend,is_haryana_eligible
SCHOL_05359,Prime Minister Scholarship Scheme for Armed Forces,NSP_014,ministry of defence,all,8th Pass,Research,50,12000,600000,armed forces ward,scholarships.gov.in,haryana,31-10-2026,89,TRUE,2424,764,1000,TRUE
SCHOL_05385,Post-Matric Scholarship for SC Students,NSP_006,department of social justice,post-matric,10th Pass,Postgraduate,40,5000,250000,sc,scholarships.gov.in,haryana,31-10-2026,81,TRUE,1156,1404,416.6666667,TRUE
SCHOL_05407,UP Post Matric Scholarship for SC/ST,STATE_UP_001,uttar pradesh government,post-matric,10th Pass,Postgraduate,0,5200,300000,sc/st,myscheme.up.nic.in,haryana,31-10-2026,49,FALSE,1809,383,433.3333333,TRUE
SCHOL_05408,National Fellowship and Scholarship for Higher Education of ST Students,NSP_013,ministry of tribal affairs,postgraduate,Postgraduate,Research,55,15000,500000,st,scholarships.gov.in,haryana,31-10-2026,35,FALSE,484,1756,1250,TRUE
SCHOL_05420,Saksham Scholarship - Specially Abled (Degree),AICTE_004,aicte,technical degree,Undergraduate,Postgraduate,50,50000,800000,pwd,aicte-india.org,haryana,31-10-2026,64,TRUE,2407,1013,4166.666667,TRUE
SCHOL_05432,Central Sector Scheme of Scholarship for College & University Students,NSP_012,department of higher education,undergraduate,Undergraduate,Postgraduate,50,10000,450000,all,scholarships.gov.in,haryana,31-10-2026,86,FALSE,2313,1925,833.3333333,TRUE
SCHOL_05463,Pragati Scholarship Scheme - Girls (Degree),AICTE_002,aicte,technical degree,Undergraduate,Postgraduate,60,50000,600000,female,aicte-india.org,haryana,31-10-2026,76,TRUE,1193,8th Pass,4166.666667,TRUE
SCHOL_05465,Post-Matric Scholarship for OBC Students,NSP_008,department of social justice,post-matric,10th Pass,Postgraduate,40,5000,300000,obc,scholarships.gov.in,haryana,31-10-2026,77,FALSE,201,1004,416.6666667,TRUE
SCHOL_05466,Pre-Matric Scholarship for SC Students,NSP_001,department of social justice,pre-matric,8th Pass,10th Pass,0,3500,250000,sc,scholarships.gov.in,haryana,31-10-2026,83,FALSE,125,991,291.6666667,TRUE
SCHOL_05501,PM YASASVI Scheme (OBC/EBC/DNT),SPECIAL_001,department of social justice,school,8th Pass,10th Pass,50,75000,600000,obc/ebc/dnt,scholarships.gov.in,haryana,31-10-2026,39,FALSE,1385,380,6250,TRUE
SCHOL_05524,Post-Matric Scholarship for OBC Students,NSP_008,department of social justice,post-matric,10th Pass,Postgraduate,40,5000,300000,obc,scholarships.gov.in,haryana,31-10-2026,42,TRUE,296,329,416.6666667,TRUE
SCHOL_05531,National Scholarship for Postgraduate Studies,UGC_001,ugc,postgraduate,Postgraduate,Research,60,20000,600000,all,ugc.ac.in,haryana,31-10-2026,51,FALSE,2314,506,1666.666667,TRUE
SCHOL_05641,Post-Matric Scholarship for Students with Disabilities,NSP_010,department of empowerment of persons with disabilities,post-matric,10th Pass,Postgraduate,40,6000,300000,pwd,scholarships.gov.in,haryana,31-10-2026,82,FALSE,1013,1951,500,TRUE
SCHOL_05671,UP Post Matric Scholarship for SC/ST,STATE_UP_001,uttar pradesh government,post-matric,10th Pass,Postgraduate,0,5200,300000,sc/st,myscheme.up.nic.in,haryana,31-10-2026,50,FALSE,2818,141,433.3333333,TRUE
SCHOL_05707,National Scholarship for Postgraduate Studies,UGC_001,ugc,postgraduate,Postgraduate,Research,60,20000,600000,all,ugc.ac.in,haryana,31-10-2026,84,FALSE,2413,1795,1666.666667,TRUE
SCHOL_05718,Pre-Matric Scholarship for Minorities,NSP_004,ministry of minority affairs,pre-matric,8th Pass,10th Pass,0,3500,250000,minority,scholarships.gov.in,haryana,31-10-2026,43,TRUE,1997,1017,291.6666667,TRUE
SCHOL_05719,Post-Matric Scholarship for OBC Students,NSP_008,department of social justice,post-matric,10th Pass,Postgraduate,40,5000,300000,obc,scholarships.gov.in,haryana,31-10-2026,38,FALSE,2535,618,416.6666667,TRUE
SCHOL_05727,Pragati Scholarship Scheme - Girls (Degree),AICTE_002,aicte,technical degree,Undergraduate,Postgraduate,60,50000,600000,female,aicte-india.org,haryana,31-10-2026,46,FALSE,1442,881,4166.666667,TRUE
SCHOL_05768,Central Sector Scheme of Scholarship for College & University Students,NSP_012,department of higher education,undergraduate,Undergraduate,Postgraduate,50,10000,450000,all,scholarships.gov.in,haryana,31-10-2026,37,TRUE,2762,1421,833.3333333,TRUE
SCHOL_05771,Pre-Matric Scholarship for Students with Disabilities,NSP_005,department of empowerment of persons with disabilities,pre-matric,8th Pass,10th Pass,0,4000,300000,pwd,scholarships.gov.in,haryana,31-10-2026,31,FALSE,532,964,333.3333333,TRUE
SCHOL_05777,Pragati Scholarship Scheme - Girls (Diploma),AICTE_001,aicte,technical diploma,12th Pass,1st Year,50,50000,600000,female,aicte-india.org,haryana,31-10-2026,46,TRUE,1091,699,4166.666667,TRUE
SCHOL_05795,Post-Matric Scholarship for ST Students,NSP_007,department of social justice,post-matric,10th Pass,Postgraduate,40,5000,250000,st,scholarships.gov.in,haryana,31-10-2026,69,FALSE,845,1969,416.6666667,TRUE
SCHOL_05797,Ishan Uday Scholarship for NER,UGC_002,ugc,all,8th Pass,Research,50,10000,400000,ner students,ugc.ac.in,haryana,31-10-2026,55,TRUE,165,233,833.3333333,TRUE
SCHOL_05808,National Means-cum-Merit Scholarship (NMMSS),NSP_011,department of school education,merit-cum-means,8th Pass,12th Pass,55,12000,350000,all,dsel.education.gov.in,haryana,31-10-2026,62,TRUE,689,1782,1000,TRUE
SCHOL_05818,Maharashtra Post Matric Scholarship for SC/ST/OBC,STATE_MH_001,maharashtra government,post-matric,10th Pass,Postgraduate,0,6000,250000,sc/st/obc,mahacsc.in,haryana,31-10-2026,79,FALSE,2638,1572,500,TRUE
SCHOL_05838,Maharashtra Post Matric Scholarship for SC/ST/OBC,STATE_MH_001,maharashtra government,post-matric,10th Pass,Postgraduate,0,6000,250000,sc/st/obc,mahacsc.in,haryana,31-10-2026,61,FALSE,1714,1148,500,TRUE
SCHOL_05867,National Scholarship for Postgraduate Studies,UGC_001,ugc,postgraduate,Postgraduate,Research,60,20000,600000,all,ugc.ac.in,haryana,31-10-2026,60,TRUE,2405,1847,1666.666667,TRUE
SCHOL_05871,Prime Minister Scholarship Scheme for Armed Forces,NSP_014,ministry of defence,all,8th Pass,Research,50,12000,600000,armed forces ward,scholarships.gov.in,haryana,31-10-2026,48,FALSE,127,1799,1000,TRUE
SCHOL_05891,Prime Minister Scholarship Scheme for Armed Forces,NSP_014,ministry of defence,all,8th Pass,Research,50,12000,600000,armed forces ward,scholarships.gov.in,haryana,31-10-2026,60,TRUE,2942,405,1000,TRUE
SCHOL_05910,Post-Matric Scholarship for SC Students,NSP_006,department of social justice,post-matric,10th Pass,Postgraduate,40,5000,250000,sc,scholarships.gov.in,haryana,31-10-2026,76,TRUE,520,524,416.6666667,TRUE
SCHOL_05955,PM YASASVI Scheme (OBC/EBC/DNT),SPECIAL_001,department of social justice,school,8th Pass,10th Pass,50,75000,600000,obc/ebc/dnt,scholarships.gov.in,haryana,31-10-2026,87,TRUE,948,1635,6250,TRUE
SCHOL_05973,Post-Matric Scholarship for ST Students,NSP_007,department of social justice,post-matric,10th Pass,Postgraduate,40,5000,250000,st,scholarships.gov.in,haryana,31-10-2026,45,FALSE,2297,217,416.6666667,TRUE
SCHOL_05985,Prime Minister Scholarship Scheme for Armed Forces,NSP_014,ministry of defence,all,8th Pass,Research,50,12000,600000,armed forces ward,scholarships.gov.in,haryana,31-10-2026,58,FALSE,1926,355,1000,TRUE
SCHOL_05999,National Fellowship and Scholarship for Higher Education of ST Students,NSP_013,ministry of tribal affairs,postgraduate,Postgraduate,Research,55,15000,500000,st,scholarships.gov.in,haryana,31-10-2026,52,TRUE,905,529,1250,TRUE
SCHOL_06004,Post-Matric Scholarship for ST Students,NSP_007,department of social justice,post-matric,10th Pass,Postgraduate,40,5000,250000,st,scholarships.gov.in,haryana,31-10-2026,77,TRUE,943,472,416.6666667,TRUE
SCHOL_06006,Delhi Government Free Wi-Fi with Scholarship,STATE_DL_001,delhi government,all,8th Pass,12th Pass,0,5000,300000,all,delhi.gov.in,haryana,31-10-2026,83,FALSE,1756,324,416.6666667,TRUE
SCHOL_06009,ICAR Scholarship (Agricultural Studies),SPECIAL_004,department of agriculture,undergraduate,Undergraduate,Postgraduate,60,25000,600000,all,icar.org.in,haryana,31-10-2026,47,FALSE,2664,651,2083.333333,TRUE
SCHOL_06032,Pre-Matric Scholarship for OBC Students,NSP_003,department of social justice,pre-matric,8th Pass,10th Pass,0,3500,300000,obc,scholarships.gov.in,haryana,31-10-2026,36,TRUE,363,309,291.6666667,TRUE
SCHOL_06069,ICAR Scholarship (Agricultural Studies),SPECIAL_004,department of agriculture,undergraduate,Undergraduate,Postgraduate,60,25000,600000,all,icar.org.in,haryana,31-10-2026,52,FALSE,2460,1688,2083.333333,TRUE
SCHOL_06093,Saksham Scholarship - Specially Abled (Degree),AICTE_004,aicte,technical degree,Undergraduate,Postgraduate,50,50000,800000,pwd,aicte-india.org,haryana,31-10-2026,76,TRUE,2714,902,4166.666667,TRUE
SCHOL_06118,National Means-cum-Merit Scholarship (NMMSS),NSP_011,department of school education,merit-cum-means,8th Pass,12th Pass,55,12000,350000,all,dsel.education.gov.in,haryana,31-10-2026,35,TRUE,811,501,1000,TRUE
SCHOL_06124,Pre-Matric Scholarship for Students with Disabilities,NSP_005,department of empowerment of persons with disabilities,pre-matric,8th Pass,10th Pass,0,4000,300000,pwd,scholarships.gov.in,haryana,31-10-2026,46,TRUE,1248,1136,333.3333333,TRUE
SCHOL_06128,Pre-Matric Scholarship for OBC Students,NSP_003,department of social justice,pre-matric,8th Pass,10th Pass,0,3500,300000,obc,scholarships.gov.in,haryana,31-10-2026,36,TRUE,2439,1156,291.6666667,TRUE
SCHOL_06179,Post-Matric Scholarship for Minorities,NSP_009,ministry of minority affairs,post-matric,10th Pass,Postgraduate,40,5000,250000,minority,scholarships.gov.in,haryana,31-10-2026,66,FALSE,1781,480,416.6666667,TRUE
SCHOL_06223,Central Sector Top Class Education SC,SPECIAL_002,department of social justice,undergraduate,Undergraduate,Postgraduate,60,20000,400000,sc,scholarships.gov.in,haryana,31-10-2026,65,FALSE,270,1844,1666.666667,TRUE
SCHOL_06244,Maharashtra Post Matric Scholarship for SC/ST/OBC,STATE_MH_001,maharashtra government,post-matric,10th Pass,Postgraduate,0,6000,250000,sc/st/obc,mahacsc.in,haryana,31-10-2026,49,FALSE,502,798,500,TRUE
SCHOL_06248,Ishan Uday Scholarship for NER,UGC_002,ugc,all,8th Pass,Research,50,10000,400000,ner students,ugc.ac.in,haryana,31-10-2026,38,TRUE,950,1626,833.3333333,TRUE
SCHOL_06262,Pre-Matric Scholarship for Students with Disabilities,NSP_005,department of empowerment of persons with disabilities,pre-matric,8th Pass,10th Pass,0,4000,300000,pwd,scholarships.gov.in,haryana,31-10-2026,87,TRUE,1646,839,333.3333333,TRUE
SCHOL_06269,Central Sector Scheme of Scholarship for College & University Students,NSP_012,department of higher education,undergraduate,Undergraduate,Postgraduate,50,10000,450000,all,scholarships.gov.in,haryana,31-10-2026,41,FALSE,1946,1669,833.3333333,TRUE
SCHOL_06272,National Fellowship and Scholarship for Higher Education of ST Students,NSP_013,ministry of tribal affairs,postgraduate,Postgraduate,Research,55,15000,500000,st,scholarships.gov.in,haryana,31-10-2026,37,FALSE,1666,248,1250,TRUE
SCHOL_06273,ICAR Scholarship (Agricultural Studies),SPECIAL_004,department of agriculture,undergraduate,Undergraduate,Postgraduate,60,25000,600000,all,icar.org.in,haryana,31-10-2026,49,FALSE,1259,172,2083.333333,TRUE
SCHOL_06286,Post-Matric Scholarship for ST Students,NSP_007,department of social justice,post-matric,10th Pass,Postgraduate,40,5000,250000,st,scholarships.gov.in,haryana,31-10-2026,72,FALSE,2372,150,416.6666667,TRUE
SCHOL_06306,Tamil Nadu Post Matric Scholarship for SC/OBC,STATE_TN_001,tamil nadu government,post-matric,10th Pass,Postgraduate,0,5000,200000,sc/obc,tnscholarship.gov.in,haryana,31-10-2026,72,TRUE,2354,1527,416.6666667,TRUE
SCHOL_06323,National Scholarship for Postgraduate Studies,UGC_001,ugc,postgraduate,Postgraduate,Research,60,20000,600000,all,ugc.ac.in,haryana,31-10-2026,38,FALSE,2410,1998,1666.666667,TRUE
SCHOL_06335,UP Post Matric Scholarship for SC/ST,STATE_UP_001,uttar pradesh government,post-matric,10th Pass,Postgraduate,0,5200,300000,sc/st,myscheme.up.nic.in,haryana,31-10-2026,58,TRUE,1685,1864,433.3333333,TRUE
SCHOL_06336,Maharashtra Post Matric Scholarship for SC/ST/OBC,STATE_MH_001,maharashtra government,post-matric,10th Pass,Postgraduate,0,6000,250000,sc/st/obc,mahacsc.in,haryana,31-10-2026,48,FALSE,2142,1276,500,TRUE
SCHOL_06341,Pragati Scholarship Scheme - Girls (Degree),AICTE_002,aicte,technical degree,Undergraduate,Postgraduate,60,50000,600000,female,aicte-india.org,haryana,31-10-2026,67,FALSE,1560,1378,4166.666667,TRUE
SCHOL_06358,Pre-Matric Scholarship for Minorities,NSP_004,ministry of minority affairs,pre-matric,8th Pass,10th Pass,0,3500,250000,minority,scholarships.gov.in,haryana,31-10-2026,61,FALSE,2243,541,291.6666667,TRUE
SCHOL_06359,Swanath Scholarship (Diploma),AICTE_005,aicte,technical diploma,12th Pass,1st Year,55,40000,500000,all,aicte-india.org,haryana,31-10-2026,68,TRUE,1557,155,3333.333333,TRUE
SCHOL_06367,Delhi Government Free Wi-Fi with Scholarship,STATE_DL_001,delhi government,all,8th Pass,12th Pass,0,5000,300000,all,delhi.gov.in,haryana,31-10-2026,38,TRUE,2124,543,416.6666667,TRUE
SCHOL_06413,Post-Matric Scholarship for SC Students,NSP_006,department of social justice,post-matric,10th Pass,Postgraduate,40,5000,250000,sc,scholarships.gov.in,haryana,31-10-2026,56,TRUE,876,527,416.6666667,TRUE
SCHOL_06418,West Bengal Post Matric Scholarship for SC/ST/OBC,STATE_WB_001,west bengal government,post-matric,10th Pass,Postgraduate,0,4800,250000,sc/st/obc,wbsed.gov.in,haryana,31-10-2026,36,TRUE,2895,1055,400,TRUE
SCHOL_06430,Central Sector Scheme of Scholarship for College & University Students,NSP_012,department of higher education,undergraduate,Undergraduate,Postgraduate,50,10000,450000,all,scholarships.gov.in,haryana,31-10-2026,62,TRUE,567,1777,833.3333333,TRUE
SCHOL_06468,Post-Matric Scholarship for SC Students,NSP_006,department of social justice,post-matric,10th Pass,Postgraduate,40,5000,250000,sc,scholarships.gov.in,haryana,31-10-2026,82,FALSE,1096,1836,416.6666667,TRUE
SCHOL_06477,Swanath Scholarship (Diploma),AICTE_005,aicte,technical diploma,12th Pass,1st Year,55,40000,500000,all,aicte-india.org,haryana,31-10-2026,57,TRUE,2500,1642,3333.333333,TRUE
SCHOL_06510,Delhi Government Free Wi-Fi with Scholarship,STATE_DL_001,delhi government,all,8th Pass,12th Pass,0,5000,300000,all,delhi.gov.in,haryana,31-10-2026,43,FALSE,751,348,416.6666667,TRUE
SCHOL_06516,Tamil Nadu Post Matric Scholarship for SC/OBC,STATE_TN_001,tamil nadu government,post-matric,10th Pass,Postgraduate,0,5000,200000,sc/obc,tnscholarship.gov.in,haryana,31-10-2026,77,TRUE,2711,86,416.6666667,TRUE
SCHOL_06522,Pragati Scholarship Scheme - Girls (Degree),AICTE_002,aicte,technical degree,Undergraduate,Postgraduate,60,50000,600000,female,aicte-india.org,haryana,31-10-2026,33,FALSE,2979,277,4166.666667,TRUE
SCHOL_06532,Swanath Scholarship (Diploma),AICTE_005,aicte,technical diploma,12th Pass,1st Year,55,40000,500000,all,aicte-india.org,haryana,31-10-2026,66,FALSE,1692,1746,3333.333333,TRUE
SCHOL_06553,Post-Matric Scholarship for ST Students,NSP_007,department of social justice,post-matric,10th Pass,Postgraduate,40,5000,250000,st,scholarships.gov.in,haryana,31-10-2026,39,FALSE,2405,1036,416.6666667,TRUE
SCHOL_06569,Post-Matric Scholarship for OBC Students,NSP_008,department of social justice,post-matric,10th Pass,Postgraduate,40,5000,300000,obc,scholarships.gov.in,haryana,31-10-2026,62,TRUE,2268,156,416.6666667,TRUE
SCHOL_06576,Tamil Nadu Post Matric Scholarship for SC/OBC,STATE_TN_001,tamil nadu government,post-matric,10th Pass,Postgraduate,0,5000,200000,sc/obc,tnscholarship.gov.in,haryana,31-10-2026,35,FALSE,110,1852,416.6666667,TRUE
SCHOL_06630,Delhi Government Free Wi-Fi with Scholarship,STATE_DL_001,delhi government,all,8th Pass,12th Pass,0,5000,300000,all,delhi.gov.in,haryana,31-10-2026,40,TRUE,504,356,416.6666667,TRUE
SCHOL_06633,Karnataka Post Matric Scholarship for SC,STATE_KA_001,karnataka government,post-matric,10th Pass,Postgraduate,0,5500,250000,sc,karnataka.gov.in,haryana,31-10-2026,66,TRUE,1968,460,458.3333333,TRUE
SCHOL_06638,Post-Matric Scholarship for Students with Disabilities,NSP_010,department of empowerment of persons with disabilities,post-matric,10th Pass,Postgraduate,40,6000,300000,pwd,scholarships.gov.in,haryana,31-10-2026,39,FALSE,2332,1573,500,TRUE
SCHOL_06722,National Means-cum-Merit Scholarship (NMMSS),NSP_011,department of school education,merit-cum-means,8th Pass,12th Pass,55,12000,350000,all,dsel.education.gov.in,haryana,31-10-2026,40,FALSE,913,1419,1000,TRUE
SCHOL_06738,Ishan Uday Scholarship for NER,UGC_002,ugc,all,8th Pass,Research,50,10000,400000,ner students,ugc.ac.in,haryana,31-10-2026,43,FALSE,1444,48,833.3333333,TRUE
SCHOL_06739,Prime Minister Scholarship Scheme for Armed Forces,NSP_014,ministry of defence,all,8th Pass,Research,50,12000,600000,armed forces ward,scholarships.gov.in,haryana,31-10-2026,79,FALSE,1459,790,1000,TRUE
SCHOL_06757,Pragati Scholarship Scheme - Girls (Degree),AICTE_002,aicte,technical degree,Undergraduate,Postgraduate,60,50000,600000,female,aicte-india.org,haryana,31-10-2026,30,TRUE,362,1648,4166.666667,TRUE
SCHOL_06767,Karnataka Post Matric Scholarship for SC,STATE_KA_001,karnataka government,post-matric,10th Pass,Postgraduate,0,5500,250000,sc,karnataka.gov.in,haryana,31-10-2026,57,FALSE,762,1629,458.3333333,TRUE
SCHOL_06776,Swanath Scholarship (Diploma),AICTE_005,aicte,technical diploma,12th Pass,1st Year,55,40000,500000,all,aicte-india.org,haryana,31-10-2026,70,FALSE,1139,54,3333.333333,TRUE
SCHOL_06785,National Fellowship and Scholarship for Higher Education of ST Students,NSP_013,ministry of tribal affairs,postgraduate,Postgraduate,Research,55,15000,500000,st,scholarships.gov.in,haryana,31-10-2026,61,TRUE,7,471,1250,TRUE
SCHOL_06787,Pre-Matric Scholarship for ST Students,NSP_002,department of social justice,pre-matric,8th Pass,10th Pass,0,3500,250000,st,scholarships.gov.in,haryana,31-10-2026,83,FALSE,1488,613,291.6666667,TRUE
SCHOL_06814,Tamil Nadu Post Matric Scholarship for SC/OBC,STATE_TN_001,tamil nadu government,post-matric,10th Pass,Postgraduate,0,5000,200000,sc/obc,tnscholarship.gov.in,haryana,31-10-2026,38,FALSE,1980,1810,416.6666667,TRUE
SCHOL_06840,Tamil Nadu Post Matric Scholarship for SC/OBC,STATE_TN_001,tamil nadu government,post-matric,10th Pass,Postgraduate,0,5000,200000,sc/obc,tnscholarship.gov.in,haryana,31-10-2026,42,FALSE,371,927,416.6666667,TRUE
SCHOL_06850,Pre-Matric Scholarship for OBC Students,NSP_003,department of social justice,pre-matric,8th Pass,10th Pass,0,3500,300000,obc,scholarships.gov.in,haryana,31-10-2026,89,TRUE,2181,1060,291.6666667,TRUE
SCHOL_06853,National Fellowship and Scholarship for Higher Education of ST Students,NSP_013,ministry of tribal affairs,postgraduate,Postgraduate,Research,55,15000,500000,st,scholarships.gov.in,haryana,31-10-2026,62,TRUE,1977,1939,1250,TRUE
SCHOL_06869,Ishan Uday Scholarship for NER,UGC_002,ugc,all,8th Pass,Research,50,10000,400000,ner students,ugc.ac.in,haryana,31-10-2026,47,TRUE,1056,1538,833.3333333,TRUE
SCHOL_06872,Pre-Matric Scholarship for SC Students,NSP_001,department of social justice,pre-matric,8th Pass,10th Pass,0,3500,250000,sc,scholarships.gov.in,haryana,31-10-2026,39,TRUE,1868,1093,291.6666667,TRUE
SCHOL_06883,Post-Matric Scholarship for Students with Disabilities,NSP_010,department of empowerment of persons with disabilities,post-matric,10th Pass,Postgraduate,40,6000,300000,pwd,scholarships.gov.in,haryana,31-10-2026,38,FALSE,1886,939,500,TRUE
SCHOL_06895,National Scholarship for Postgraduate Studies,UGC_001,ugc,postgraduate,Postgraduate,Research,60,20000,600000,all,ugc.ac.in,haryana,31-10-2026,70,TRUE,50,664,1666.666667,TRUE
SCHOL_06907,Tamil Nadu Post Matric Scholarship for SC/OBC,STATE_TN_001,tamil nadu government,post-matric,10th Pass,Postgraduate,0,5000,200000,sc/obc,tnscholarship.gov.in,haryana,31-10-2026,87,TRUE,2256,1586,416.6666667,TRUE
SCHOL_06931,National Scholarship for Postgraduate Studies,UGC_001,ugc,postgraduate,Postgraduate,Research,60,20000,600000,all,ugc.ac.in,haryana,31-10-2026,57,TRUE,2981,1329,1666.666667,TRUE
SCHOL_06933,Pre-Matric Scholarship for SC Students,NSP_001,department of social justice,pre-matric,8th Pass,10th Pass,0,3500,250000,sc,scholarships.gov.in,haryana,31-10-2026,53,TRUE,1937,1977,291.6666667,TRUE
SCHOL_06944,National Means-cum-Merit Scholarship (NMMSS),NSP_011,department of school education,merit-cum-means,8th Pass,12th Pass,55,12000,350000,all,dsel.education.gov.in,haryana,31-10-2026,64,FALSE,2646,595,1000,TRUE
SCHOL_06962,Post-Matric Scholarship for ST Students,NSP_007,department of social justice,post-matric,10th Pass,Postgraduate,40,5000,250000,st,scholarships.gov.in,haryana,31-10-2026,31,TRUE,271,1060,416.6666667,TRUE
SCHOL_06978,Central Sector Scheme of Scholarship for College & University Students,NSP_012,department of higher education,undergraduate,Undergraduate,Postgraduate,50,10000,450000,all,scholarships.gov.in,haryana,31-10-2026,84,FALSE,260,1304,833.3333333,TRUE
SCHOL_06987,Post-Matric Scholarship for SC Students,NSP_006,department of social justice,post-matric,10th Pass,Postgraduate,40,5000,250000,sc,scholarships.gov.in,haryana,31-10-2026,83,TRUE,2318,540,416.6666667,TRUE
SCHOL_06988,Pre-Matric Scholarship for Minorities,NSP_004,ministry of minority affairs,pre-matric,8th Pass,10th Pass,0,3500,250000,minority,scholarships.gov.in,haryana,31-10-2026,57,TRUE,148,1529,291.6666667,TRUE
SCHOL_06990,Post-Matric Scholarship for SC Students,NSP_006,department of social justice,post-matric,10th Pass,Postgraduate,40,5000,250000,sc,scholarships.gov.in,haryana,31-10-2026,69,FALSE,2575,1573,416.6666667,TRUE
SCHOL_07001,West Bengal Post Matric Scholarship for SC/ST/OBC,STATE_WB_001,west bengal government,post-matric,10th Pass,Postgraduate,0,4800,250000,sc/st/obc,wbsed.gov.in,haryana,31-10-2026,34,TRUE,2359,1855,400,TRUE
SCHOL_07018,PM YASASVI Scheme (OBC/EBC/DNT),SPECIAL_001,department of social justice,school,8th Pass,10th Pass,50,75000,600000,obc/ebc/dnt,scholarships.gov.in,haryana,31-10-2026,52,TRUE,2684,803,6250,TRUE
SCHOL_07054,Pre-Matric Scholarship for Students with Disabilities,NSP_005,department of empowerment of persons with disabilities,pre-matric,8th Pass,10th Pass,0,4000,300000,pwd,scholarships.gov.in,haryana,31-10-2026,61,FALSE,947,1420,333.3333333,TRUE
SCHOL_07076,Post-Matric Scholarship for OBC Students,NSP_008,department of social justice,post-matric,10th Pass,Postgraduate,40,5000,300000,obc,scholarships.gov.in,haryana,31-10-2026,74,FALSE,2412,1422,416.6666667,TRUE
SCHOL_07078,Swanath Scholarship (Diploma),AICTE_005,aicte,technical diploma,12th Pass,1st Year,55,40000,500000,all,aicte-india.org,haryana,31-10-2026,73,FALSE,645,1396,3333.333333,TRUE
SCHOL_07083,Pre-Matric Scholarship for ST Students,NSP_002,department of social justice,pre-matric,8th Pass,10th Pass,0,3500,250000,st,scholarships.gov.in,haryana,31-10-2026,31,FALSE,1163,1831,291.6666667,TRUE
SCHOL_07107,National Fellowship and Scholarship for Higher Education of ST Students,NSP_013,ministry of tribal affairs,postgraduate,Postgraduate,Research,55,15000,500000,st,scholarships.gov.in,haryana,31-10-2026,64,FALSE,2503,1115,1250,TRUE
SCHOL_07116,Saksham Scholarship - Specially Abled (Diploma),AICTE_003,aicte,technical diploma,12th Pass,1st Year,40,50000,800000,pwd,aicte-india.org,haryana,31-10-2026,69,FALSE,1176,1129,4166.666667,TRUE
SCHOL_07135,Post-Matric Scholarship for Students with Disabilities,NSP_010,department of empowerment of persons with disabilities,post-matric,10th Pass,Postgraduate,40,6000,300000,pwd,scholarships.gov.in,haryana,31-10-2026,34,TRUE,1948,1853,500,TRUE
SCHOL_07137,Post-Matric Scholarship for Minorities,NSP_009,ministry of minority affairs,post-matric,10th Pass,Postgraduate,40,5000,250000,minority,scholarships.gov.in,haryana,31-10-2026,39,FALSE,809,633,416.6666667,TRUE
SCHOL_07177,Saksham Scholarship - Specially Abled (Degree),AICTE_004,aicte,technical degree,Undergraduate,Postgraduate,50,50000,800000,pwd,aicte-india.org,haryana,31-10-2026,68,FALSE,387,384,4166.666667,TRUE
SCHOL_07197,Central Sector Top Class Education SC,SPECIAL_002,department of social justice,undergraduate,Undergraduate,Postgraduate,60,20000,400000,sc,scholarships.gov.in,haryana,31-10-2026,44,FALSE,2984,958,1666.666667,TRUE
SCHOL_07231,Central Sector Scheme of Scholarship for College & University Students,NSP_012,department of higher education,undergraduate,Undergraduate,Postgraduate,50,10000,450000,all,scholarships.gov.in,haryana,31-10-2026,64,TRUE,2626,1505,833.3333333,TRUE
SCHOL_07246,Saksham Scholarship - Specially Abled (Diploma),AICTE_003,aicte,technical diploma,12th Pass,1st Year,40,50000,800000,pwd,aicte-india.org,haryana,31-10-2026,42,FALSE,1877,1517,4166.666667,TRUE
SCHOL_07262,Pre-Matric Scholarship for OBC Students,NSP_003,department of social justice,pre-matric,8th Pass,10th Pass,0,3500,300000,obc,scholarships.gov.in,haryana,31-10-2026,63,TRUE,1166,577,291.6666667,TRUE
SCHOL_07265,Swanath Scholarship (Degree),AICTE_006,aicte,technical degree,Undergraduate,Postgraduate,65,40000,500000,all,aicte-india.org,haryana,31-10-2026,61,TRUE,636,1860,3333.333333,TRUE
SCHOL_07266,Central Sector Scheme of Scholarship for College & University Students,NSP_012,department of higher education,undergraduate,Undergraduate,Postgraduate,50,10000,450000,all,scholarships.gov.in,haryana,31-10-2026,82,TRUE,780,680,833.3333333,TRUE
SCHOL_07276,Swanath Scholarship (Degree),AICTE_006,aicte,technical degree,Undergraduate,Postgraduate,65,40000,500000,all,aicte-india.org,haryana,31-10-2026,40,FALSE,2533,516,3333.333333,TRUE
SCHOL_07295,West Bengal Post Matric Scholarship for SC/ST/OBC,STATE_WB_001,west bengal government,post-matric,10th Pass,Postgraduate,0,4800,250000,sc/st/obc,wbsed.gov.in,haryana,31-10-2026,88,TRUE,2450,682,400,TRUE
SCHOL_07319,Pragati Scholarship Scheme - Girls (Diploma),AICTE_001,aicte,technical diploma,12th Pass,1st Year,50,50000,600000,female,aicte-india.org,haryana,31-10-2026,52,FALSE,552,1482,4166.666667,TRUE
